word,reading,meaning,partOfSpeech
"思い出","思い出","回忆","名"
"思わず","思わず","不由得","副"
"指定","指定","指定","名・他動3"
"支店","支店","分店","名"
"支度","支度","准备（日常生活中的事情）","名・自他動3"
"支払う","支払う","支付","他動1"
"氏名","氏名","姓名","名"
"私立","私立","私立","名"
"資源","資源","资源","名"
"歯磨き","歯磨き","刷牙；牙膏","名・自動3"
"事件","事件","事件，案件","名"
"事務","事務","事务，办公","名"
"似合う","似合う","合适，般配","自動1"
"時間割","時間割","时间表，课程表","名"
"次々","次々","连续不断，相继","副"
"次男","次男","次子","名"
"自習","自習","自习，自学","名・自他動3"
"自身","自身","自己；本身","名"
"自動","自動","自动","名"
"実験","実験","实验","名・他動3"
"煮る","煮る","煮，炖","他動2"
"車内","車内","车内","名"
"取り替える","取り替える","更换；互换","他動2"
"手術","手術","手术","名・他動3"
"手続き","手続き","手续，程序","名"
"手帳","手帳","笔记本，手册","名"
"首相","首相","首相","名"
"首都","首都","首都","名"
"受験","受験","报考","名・自他動3"
"授業料","授業料","学费","名"
"終える","終える","做完，完成","自他動2"
"集まり","集まり","集合；集会","名"
"住民","住民","居民","名"
"祝い","祝い","祝贺，祝福，祝愿","名"
"祝う","祝う","祝贺，庆贺","他動1"
"祝日","祝日","节日","名"
"縮む","縮む","缩小；缩水；起皱","自動1"
"出身","出身","籍贯；出身；毕业","名"
"「できあがる」 「でき上がる」も多い","出来上がる","完成，竣工","自動1"
"順番","順番","顺序，依次，轮流","名"
"書店","書店","书店","名"
"商店","商店","商店","名"
"商売","商売","买卖，生意","名・自動3"
"商品","商品","商品","名"
"奨学金","奨学金","奖学金；助学贷款","名"
"小型","小型","小型","名・ナ形"
"小遣い","小遣い","零钱，零用钱","名"
"小包","小包","包裹","名"
"少しも","少しも","一点也（不）……","副"
"少女","少女","少女","名"
"招待","招待","招待，邀请","名・他動3"
"消極的","消極的","消极的","ナ形"
"省く","省く","省略；精简","他動1"
"詳しい","詳しい","详细；精通","イ形"
"上級","上級","上级；高年级","名"
"乗せる","乗せる","载，乘；装上，载运；诱骗","他動2"
"乗車","乗車","乘车","名・自動3"
"場面","場面","场面，场景","名"
"状態","状態","状态，情形","名"
"畳む","畳む","叠；合上；关闭","他動1"
"蒸し暑い","蒸し暑い","闷热的","イ形"
"譲る","譲る","转让；让步","他動1"
"職業","職業","职业","名"
"職場","職場","工作岗位","名"
"食器","食器","餐具","名"
"食品","食品","食品","名"
"食欲","食欲","食欲","名"
"尻尾","尻尾","尾巴；末端","名"
"伸ばす","伸ばす","伸长，拉长；发挥","他動1"
"伸びる","伸びる","伸长；舒展","自動2"
"唇","唇","嘴唇","名"
"寝室","寝室","寝室，卧室","名"
"心臓","心臓","心脏","名"
"振る","振る","挥；撒","他動1"
"申し込む","申し込む","申请；提议；提出（不满等）","他動1"
"真っ黒","真っ黒","漆黑","名・ナ形"
"真っ白","真っ白","雪白；空白","名・ナ形"
"真似","真似","模仿，效法","名・自他動3"
"親指","親指","大拇指","名"
"親友","親友","亲密的朋友","名"
"診察","診察","看病，检查","名・他動3"
"身","身","身体；地位","名"
"身長","身長","身高","名"
"進学","進学","升学","名・自動3"
"酢","酢","醋","名"
"図","図","图表；地图","名"
"性別","性別","性别","名"
"成績","成績","成绩，成果","名"
"正確","正確","正确，准确","名・ナ形"
"正午","正午","正午，大中午","名"
"正直","正直","老实","名・副・ナ形"
"生き物","生き物","生物，动物；活物","名"
"生け花","生け花","插花","名"
"生まれ","生まれ","出生；出生地；出身","名"
"石油","石油","石油","名"
"積む","積む","堆，堆积；积累","他動1"
"積もる","積もる","堆积；累积；估算","自他動1"
"積極","積極","积极","ナ形・名"
"節約","節約","节约，节省","名・他動3"
"先日","先日","前几天，前些日子","名"
"専攻","専攻","专业，专业研究","名・他動3"
"洗剤","洗剤","洗涤剂，洗衣剂","名"
"羨ましい","羨ましい","令人羡慕的","イ形"
"選挙","選挙","选举，推选","名・他動3"
"前後","前後","前后；前后颠倒；相继","名・自動3"
"全体","全体","全身；整体","名"
"素直","素直","天真；老实","ナ形"
"素敵","素敵","极好，绝妙；出色","ナ形"
"鼠","ねずみ","老鼠","名"
"掃く","掃く","扫；轻涂","他動1"
"相手","相手","伙伴；对方","名"
"増やす","増やす","增加，增长","他動1"
"息","息","呼吸；气息；步调","名"
"足首","足首","脚踝","名"
"速達","速達","快信，快件","名"
"速度","速度","速度","名"
"袖","袖","袖子，衣袖","名"
"損","損","不利；亏损","名・ナ形"
"他人","他人","别人；外人","名"
"体育","体育","体育","名"
"体重","体重","体重","名"
"怠ける","怠ける","懒惰，怠惰","自他動2"
"代金","代金","货款","名"
"代表","代表","代表","名・他動3"
"大会","大会","大会，大赛","名"
"単位","単位","（计算中使用的）单位；学分","名"
"単語","単語","单词","名"
"短所","短所","短处，缺点","名"
"男子","男子","男孩子；男子","名"
"地方","地方","地区；（相对于中央）地方","名"
"地味","地味","素净；质朴","名・ナ形"
"遅刻","遅刻","迟到","名・自動3"
"着替え","着替え","换衣服；换洗的衣服","名・自動3"
"仲","仲","关系，交情","名"
"仲間","仲間","朋友，伙伴；同类","名"
"仲良し","仲良し","好朋友","名"
"昼寝","昼寝","午睡，午觉","名・自動3"
"注ぐ","注ぐ","流入；倒入；注视","自他動1"
"注文","注文","订购；要求","名・他動3"
"貯金","貯金","存款，储蓄","名・自他動3"
"朝日","朝日","旭日","名"
"調査","調査","调查","名・他動3"
"調子","調子","音调；语气；情况；势头","名"
"長所","長所","长处，优点","名"
"長女","長女","长女","名"
"「もらうこと」の謙譲語；「食べる」 「飲む」の謙譲語","頂戴","接受；吃，喝；请给","名・他動3"
"直接","直接","直接","名・副・ナ形"
"沈む","沈む","下沉；郁闷","自動1"
"痛み","痛み","疼痛；悲痛；苦恼","名"
"通過","通過","经过；驶过不停；通过","名・自動3"
"通学","通学","上下学","名・自動3"
"通勤","通勤","通勤，上下班","名・自動3"
"通訳","通訳","口译","名・他動3"
"潰す","潰す","挤坏；损伤；消磨","他動1"
"釣り","釣り","钓鱼；零钱","名"
"低下","低下","降低；变差","名・自動3"
"「髪 剃[そ]り」の意","剃刀[かみそり]","剃刀；头脑聪明，敏锐","名"
"定期券","定期券","月票，定期车票","名"
"提出","提出","提出，提交","名・他動3"
"締め切り","締め切り","截止日期","名"
"締め切る","締め切る","截至，结束","他動1"
"鉄","鉄","铁；钢铁般的，坚强的","名"
"点[つ]く","点[つ]く","点着；（灯）开着","自動1"
"点数","点数","分数；（表示物品的）件数","名"
"電池","電池","电池","名"
"吐く","吐く","呕吐；冒出；吐露","他動1"
"努力","努力","努力","名・自動3"
"土","土","土地；土壤；地面","名"
"凍る","凍る","结冰","自動1"
"当たり前","当たり前","理所当然","ナ形・名"
"答案","答案","答案；试卷","名"
"到着","到着","到达，抵达","名・自動3"
"頭痛","頭痛","头痛；烦恼","名"
"動かす","動かす","活动；挪动；开动；打动","他動1"
"同時","同時","同时","名"
"憧れる","憧れる","憧憬，向往","自動2"
"道路","道路","道路","名"
"うる","得る","得到；领会","他動2"
"得意","得意","擅长，拿手；老主顾","名・ナ形"
"独身","独身","单身","名"
"突然","突然","突然","副"
"臭う","匂う","有香味；发臭","自動1"
"日帰り","日帰り","当天往返","名"
"日程","日程","日程","名"
"日当たり","日当たり","阳光照射处","名"
"日付","日付","年月日，日期","名"
"年寄り","年寄り","老人，上年纪的人","名"
"年代","年代","年代；时代","名・接尾"
"年齢","年齢","年龄","名"
"燃やす","燃やす","燃烧；激发","他動1"
"能力","能力","能力","名"
"農業","農業","农业","名"
"売り切れる","売り切れる","全部售完","自動2"
"泊める","泊める","留人住下；让船进港","他動2"
"発見","発見","发现","名・他動3"
"発売","発売","卖，发售","名・他動3"
"発表","発表","发表，公布","名・他動3"
"発明","発明","发明","名・他動3"
"抜ける","抜ける","脱落；漏掉","自動2"
"悲しむ","悲しむ","悲伤","他動1"
"秘密","秘密","秘密","ナ形・名"
"飛び出す","飛び出す","飞起来；突然跑出","自動1"
"紐[ひも]","紐[ひも]","带子，细绳","名"
"表[ひょう]","表[ひょう]","表格；……表","名・接尾"
"表れる","表れる","表现，显出","自動2"
"表現","表現","表现，表达","名・他動3"
"「絵書く」の意","描[えが]く","画；描写；想象","他動1"
"描[か]く","描[か]く","画","他動1"
"秒","秒","秒","名"
"品[しな]","品[しな]","物品；商品；质量","名"
"貧しい","貧しい","贫穷；贫乏","イ形"
"不安","不安","不安；焦虑","名・ナ形"
"不思議","不思議","不可思议","名・ナ形"
"不足","不足","不足；不满足","名・ナ形・自動3"
"不満","不満","不满，不满意","名・ナ形"
"付き合う","付き合う","交往；陪同","自動1"
"夫妻","夫妻","（不能用于自己）夫妻","名"
"敷く","敷く","铺；铺设","他動1"
"父母","父母","父母","名"
"風景","風景","风景，景色；情景，状况","名"
"物価","物価","物价","名"
"雰囲気","雰囲気","气氛，氛围","名"
"平均","平均","平均；平衡","名・自他動3"
"柄","柄","体格；人品；身份；花样","名"
"閉じる","閉じる","合上；结束","自他動2"
"癖","癖","习惯；坏毛病","名"
"別々","別々","分别；各自","名・ナ形"
"変更","変更","变更；改动","名・他動3"
"片道","片道","单程","名"
"保存","保存","保存","名・他動3"
"捕まる","捕まる","被捉住；抓住，拽住","自動1"
"歩道","歩道","人行道","名"
"暮れ","暮れ","黄昏；季末；年终","名"
"包丁","包丁","菜刀","名"
"抱[いだ]く","抱[いだ]く","抱；怀有","他動1"
"抱[だ]く","抱[だ]く","抱，搂","他動1"
"方面","方面","方面；（开往……）方向","名"
"頬","頬","脸颊","名"
"本物","本物","真货，真人","名"
"埋める","埋める","填；埋入；弥补","他動2"
"末っ子","末っ子","最小的孩子","名"
"味見","味見","尝味道，尝咸淡","名・他動3"
"夢中","夢中","睡梦里；热衷","名・ナ形"
"無し","無し","无，没有","名・接尾"
"無視","無視","无视，忽视","名・他動3"
"無事","無事","平安，太平无事","名・ナ形"
"無料","無料","免费；不要报酬","名"
"名詞","名詞","名词","名"
"命じる","命じる","命令；任命","他動2"
"命令","命令","命令","名・他動3"
"明ける","明ける","天亮；（季节、时期等）结束","自動2"
"免許","免許","许可；执照","名・他動3"
"面接","面接","面试","名・自動3"
"面倒","面倒","麻烦；照顾","名・ナ形"
"目標","目標","目标，指标","名"
"目立つ","目立つ","显眼，引人注目","自動1"
"役所","役所","官署，机关","名"
"訳","訳","意思；理由，原因","名"
"輸出","輸出","出口","名・他動3"
"友人","友人","友人，朋友","名"
"与える","与える","给，给予；使蒙受","他動2"
"幼い","幼い","幼小的；幼稚的","イ形"
"揚げる","揚げる","举起；油炸","他動2"
"「溶く」と似るが、「溶く」は粉末をどろどろの液状にする意にも","溶かす","熔化；溶化","他動1"
"落ち着く","落ち着く","沉着；安定；平静（下来）","自動1"
"利口","利口","聪明伶俐；精明","名・ナ形"
"立ち上がる","立ち上がる","站起来；恢复","自動1"
"流す","流す","使流走；冲走；传播","他動1"
"流行","流行","流行；（疾病）蔓延","名・自動3"
"留める","留める","固定；留心","他動2"
"旅","旅","旅行，旅游","名"
"両替","両替","兑换（货币）","名・他動3"
"冷ます","冷ます","冷却；泼冷水","他動1"
"冷める","冷める","变冷；减退","自動2"
"冷やす","冷やす","冰镇；使冷静；使吃惊","他動1"
"老人","老人","老人，老年人","名"
"話し掛ける","話しかける","打招呼；开始说","自他動2"
"埃[ほこり]","埃[ほこり]","尘埃，灰尘","名"
"曖昧","曖昧","含糊不清，模棱两可","ナ形"
"痒い","かゆい","痒","イ形"
"〜隻","〜隻","……只，……艘","接尾"
"〜殿","〜殿","……先生，……女士，……台启","接尾"
"〜がち","〜がち","容易……，往往……","接尾"
"〜がる","〜がる","感觉……；自以为，故意装作……","接尾"
"〜きり","〜きり","只，仅；（后接否定）只，仅；（……以后）就 （……）","接尾・副助"
"〜辛い","〜づらい","难……","接尾"
"〜ぽい","〜ぽい","有某种倾向","接尾"
"〜み","〜み","……的（样子、状态、程度）","接尾"
"〜羽","〜羽","……只（数鸟或兔子的量词）","接尾"
"箇所","箇所","……处；地方","接尾・名"
"〜額","〜額","……金额","接尾・名"
"〜換える","〜換える","换……，重……","接尾・他動2"
"〜口","〜口","……口","接尾"
"〜向き","〜向き","朝向……；适合……","接尾・名"
"〜向け","〜向け","面向……，以……为对象","接尾"
"〜合う","〜合う","互相……，一起……","接尾・自動1"
"〜込み","〜込み","包含……在内","接尾・名"
"〜造り","〜作り","（用……）作的","接尾"
"〜産","〜産","……生产","接尾・名"
"〜寺","〜寺","……寺","接尾"
"〜手","〜手","（负责某项工作的人）……员","接尾"
"〜所","〜所","……所","接尾"
"〜書","〜書","……书，……单据","接尾・名"
"〜場","〜場","……场","接尾"
"〜心","〜心","……心","接尾・名"
"性","性","……性；性别；性格；性","接尾・名"
"〜組","〜組","……套，……副，……对","接尾・名"
"〜足","〜足","（数鞋子、袜子等）……双","接尾"
"〜通","〜通","（书信或文件等）……封，……份","接尾・名"
"～tic","〜的","像……般的；……（上）的；关于","接尾"
"同士","同士","……同伴；具有共同关系的人","名・接尾"
"〜泊","〜泊","……宿","接尾"
"〜発","〜発","……出发；……发送；颗，发","接尾"
"〜費","〜費","……费","接尾"
"〜病","〜病","……病","接尾"
"〜付き","〜付き","带有……；……样子，……姿势","接尾・名"
"〜部","〜部","（组织部门）……部；（书、报等）……份；部分","接尾・名"
"〜歩","〜歩","……步","接尾・名"
"〜率","〜率","……率","接尾・名"
"〜料","〜料","……费；……材料","接尾"
"欠伸","あくび","（打）哈欠","名"
"あと","あと","还有，另外","名・副・接"
"いくらでも","いくらでも","很多，不论多少","副"
"苛め","いじめ","（校园）暴力，欺负","名"
"いつからか","いつからか","不知从何时起","副"
"イベント","イベント","活动","名"
"ウエーター","ウエイター","男服务员","名"
"ウエートレス","ウエイトレス","女服务员","名"
"嗽","うがい","漱口","名・自動3"
"うろうろ","うろうろ","到处走动，徘徊","副・自動3"
"おお","おお","（表示感动、吃惊）啊；（粗鲁的应答）嗯","感"
"お絞り","おしぼり","手巾，湿巾","名"
"お昼","お昼","白天；午饭","名"
"お年玉","お年玉","压岁钱","名"
"罹[かか]る","罹[かか]る","患（病），遭（灾）","自動1"
"かっこいい","かっこいい","帅气的，潇洒的","イ形"
"かっこ悪い","かっこ悪い","难看的","イ形"
"からから","からから","干燥，干巴巴","副・ナ形"
"がらがら","がらがら","（坚硬的物体碰撞或破裂时发出很大的声音）轰隆；（里面的人和物很少）空旷；声音沙哑","副①・自動3①・ナ形⓪"
"可愛らしい","かわいらしい","讨人喜欢的；小巧玲珑的","イ形"
"きらきら","きらきら","闪耀，耀眼","副・自動3"
"クリーム","クリーム","奶油；乳液","名"
"こういう","こういう","这种，这样","連体"
"零す","こぼす","洒，泼；抱怨","他動1"
"零れる","こぼれる","洒；洋溢出","自動2"
"サボる","サボる","偷懒；逃学，怠工","自他動1"
"サラダ油","サラダ油","色拉油","名"
"シートベルト","シートベルト","安全带","名"
"塩っぱい","しょっぱい","咸的","イ形"
"皺[しわ]","皺[しわ]","皱纹；褶皱","名"
"シングルルーム","シングルルーム","单人房","名"
"スケジュール","スケジュール","日程（表）","名"
"狡い","ずるい","狡猾，奸猾","イ形"
"その場","その場","当场；当时","名・連語"
"ツインルーム","ツインルーム","双人房","名"
"どこまでも","どこまでも","到哪里都；始终；毕竟","連語"
"ところが","ところが","然而，可是","接"
"ドレッシング","ドレッシング","调味汁，沙拉酱","名"
"どれほど","どれほど","多少；如何，多么","副・名"
"何故か","なぜか","不知道为什么","副"
"なぜならば","なぜならば","因为，其理由是","接"
"面皰","にきび","痤疮，粉刺","名"
"呑気[のんき]","呑気[のんき]","悠闲；从容不迫","ナ形・名"
"バーゲン","バーゲン","大减价","名"
"バーベキュー","バーベキュー","户外烧烤","名"
"秤","はかり","秤","名"
"バレンタインデー","バレンタインデー","情人节","名"
"ピーナッツ","ピーナッツ","花生仁，花生米","名"
"ピーマン","ピーマン","青椒，灯笼椒","名"
"ぴかぴか","ぴかぴか","锃亮；闪闪放光","副①②・自動3①②・ナ形⓪"
"ぺらぺら","ぺらぺら","（外语等）流利","副・ナ形・自動3"
"ベンチ","ベンチ","长椅，长凳","名"
"ホームステイ","ホームステイ","（留学生）寄宿在别人家中","名"
"ボーリング","ボウリング","保龄球","他動3・名"
"ホラー","ホラー","恐怖","名"
"睫・睫毛","まつげ","睫毛","名"
"マラソン","マラソン","马拉松","名"
"滅茶苦茶","めちゃくちゃ","乱七八糟；没有道理；荒谬","ナ形・名"
"勿体ない","もったいない","浪费；过分（好）","イ形"
"薬缶[やかん]","薬缶[やかん]","壶，烧水壶","名"
"遣り取り","やりとり","交换；对答，对话","名・他動3"
"涎","よだれ","口水","名"
"より(副)","より(副)","更加，进一步","副"
"ルームサービス","ルームサービス","客房送餐服务","名"
"レシート","レシート","收据","名"
"悪天候","悪天候","坏天气","名"
"宛先","宛先","收信人的姓名、地址","名"
"暗証番号","暗証番号","密码","名"
"一周","一周","一周；周游","名・自動3"
"一人っ子","一人っ子","独生子","名"
"一人暮らし","一人暮らし","一个人生活","名"
"一晩","一晩","一晚，一晚上","名"
"芋","芋","薯类","名"
"印鑑","印鑑","图章，印章","名"
"惹かれる","引かれる","被吸引，被迷住","連語"
"右側","右側","右边，右侧","名"
"越える","越える","越过","自動2"
"煙い","煙い","烟气熏人的，呛人的","イ形"
"汚す","汚す","弄脏","他動1"
"横切る","横切る","横穿","自動1"
"王子","王子","王子","名"
"王様","王様","国王；大王","名"
"仮名","仮名","假名","名"
"何と言っても","何と言っても","不管怎么说，毕竟","連語"
"花粉症","花粉症","花粉过敏症","名"
"課目","課目","课程；学科","名"
"過ごす","過ごす","度过；生活","他動1"
"我が","我が","我的……，我们的……","連体"
"我慢強い","我慢強い","耐心的，耐力强的","イ形"
"画家","画家","画家","名"
"会計","会計","会计；结账","名"
"会長","会長","会长","名"
"解答","解答","解答","名・自動3"
"悔しがる","悔しがる","悔恨，懊悔","自動1"
"懐中電灯","懐中電灯","手电筒","名"
"灰色","灰色","灰色；暗淡","名"
"絵本","絵本","绘本，图画书","名"
"外食","外食","在外面吃饭","名・自動3"
"外側","外側","外侧，外面","名"
"柿","柿","柿子","名"
"各","各","各，每个","名"
"学長","学長","大学校长","名"
"学力","学力","学习实力","名"
"掛け算","掛け算","乘法","名"
"割り勘","割り勘","AA制","名"
"乾かす","乾かす","弄干；晒干，烤干","他動1"
"勘定","勘定","计算；结账","名・他動3"
"観察","観察","观察","名・他動3"
"関東","関東","关东地区","名"
"帰り道","帰り道","归途，回家路上","名"
"気掛かり","気がかり","挂念，担心","名・ナ形"
"気分転換","気分転換","转换心情","名・自動3"
"偽物","偽物","冒牌货，赝品","名"
"逆に","逆に","逆，倒","副"
"休学","休学","休学","名・自動3"
"救急","救急","急救","名"
"救急車","救急車","急救车","名"
"泣き出す","泣き出す","哭起来","自動1"
"泣き声","泣き声","哭声","名"
"共通点","共通点","共同点","名"
"叫び声","叫び声","叫喊声；呼声","名"
"強盗","強盗","强盗；抢劫","名"
"曲げる","曲げる","弄弯；歪曲","他動2"
"勤務","勤務","上班","名・自動3"
"空き","空き","空地；空闲；空缺","名"
"空っぽ","空っぽ","空；空虚","名・ナ形"
"経由","経由","经由；通过","名・自動3"
"剣道","剣道","日本剑道","名"
"減る","減る","减少；饿","自動1"
"言い直す","言い直す","重说；改口说","他動1"
"後期","後期","后期，后半期","名"
"光熱費","光熱費","电费和煤气费","名"
"口座","口座","户头，账户","名"
"広場","広場","广场","名"
"ゆきさき","行き先","目的地，去的地方","名"
"交ぜる；（交） はとけ合わないまじり方に、（混） はとけあったまじり方に使う","混ぜる","掺和；混合","他動2"
"左側","左側","左边，左侧","名"
"差出人","差出人","发件人，寄信人","名"
"再〜","再〜","再……，重新……","接頭"
"採用","採用","采用，采纳；录用","名・他動3"
"子供っぽい","子供っぽい","（成年人）孩子气重的","イ形"
"市立","市立","市立","名"
"思える","思える","觉得，感到","自他動2"
"指先","指先","手指尖","名"
"指定席","指定席","指定席位","名"
"持ち物","持ち物","所有物；携带物品","名"
"持ち歩く","持ち歩く","拿着走","他動1"
"時給","時給","时薪","名"
"時刻表","時刻表","时刻表","名"
"治す","治す","医治","他動1"
"自信満々","自信満々","满怀自信","成句"
"自慢","自慢","自夸，骄傲","名・他動3"
"自由席","自由席","自由座位","名"
"辞める","辞める","辞职","自他動2"
"室内","室内","室内","名"
"実は","実は","其实，说实在的","副"
"実社会","実社会","现实社会","名"
"実生活","実生活","现实生活","名"
"社内","社内","公司内部","名"
"借金","借金","借钱，欠债","名・自他動3"
"手数料","手数料","手续费","名"
"手前","手前","跟前；靠近自己的一边","名"
"受かる","受かる","合格，考上","自動1"
"受け取る","受け取る","接收；理解","他動1"
"受信","受信","接收；收听","名・他動3"
"修理","修理","修理","名・他動3"
"終点","終点","终点站；终点","名"
"終電","終電","末班电车","名"
"週刊誌","週刊誌","周刊杂志","名"
"充電","充電","充电","名・自他動3"
"従業員","従業員","工作人员，职工","名"
"重たい","重たい","重的；沉重的","イ形"
"出会い","出会い","相遇，偶遇","名"
"初詣","初詣","新年后首次去寺庙或神社参拜","名・自動3"
"初心者","初心者","初学者","名"
"書き直す","書き直す","重新写，改写","他動1"
"書道","書道","书法","名"
"助詞","助詞","助词","名"
"昇る","昇る","升起","自動1"
"笑い声","笑い声","笑声","名"
"笑顔","笑顔","笑脸","名"
"乗り越す","乗り越す","坐过站","自他動1"
"乗り過ごす","乗り過ごす","坐过站","自動1"
"乗り遅れる","乗り遅れる","没赶上；跟不上","自動2"
"乗車券","乗車券","车票","名"
"食後","食後","饭后","名"
"尻","尻","臀部，屁股","名"
"振り込む","振り込む","撒入；存入","他動1"
"新車","新車","新车","名"
"親子","親子","父母和子女；具有主从关系的两个事物","名"
"親父","親父","父亲；老头子；老板","名"
"進める","進める","使前进；推进","他動2"
"進んで","進んで","自愿，主动地","副"
"人工","人工","人工，人造","名"
"他人をさし示す指の意","人差し指","食指","名"
"人参","人参","胡萝卜；人参","名"
"人出","人出","外出的人群","名"
"人数","人数","人数","名"
"図る","図る","谋求，企图","他動1"
"酔っ払い","酔っ払い","醉汉，醉鬼","名"
"数年","数年","数年，几年","名"
"制服","制服","制服","名"
"成人","成人","成人；长大","名・自動3"
"生意気","生意気","傲慢，狂妄","名・ナ形"
"請求書","請求書","账单","名"
"専業主婦","専業主婦","家庭主妇","名"
"専門家","専門家","专家","名"
"洗濯物","洗濯物","要洗的衣物；洗过的衣物","名"
"染める","染める","染色；上色","他動2"
"線路","線路","铁路，轨道","名"
"船便","船便","船运","名"
"前回","前回","上次，上回","名"
"前期","前期","初期，上半期","名"
"全〜","全〜","全……，全部……","接頭"
"送信","送信","发送","名・自他動3"
"送料","送料","邮费，运费","名"
"足音","足音","脚步声","名"
"他動詞","他動詞","他动词，及物动词","名"
"体調","体調","身体状况","名"
"怠け者","怠け者","懒汉","名"
"袋","袋","包，袋","名"
"退勤","退勤","下班","名・自動3"
"大喜び","大喜び","欢天喜地","名・自動3"
"大根","大根","萝卜","名"
"大都市","大都市","大城市","名"
"大統領","大統領","总统","名"
"大売出し","大売出し","大甩卖","名"
"宅","宅","家，住所","名"
"宅配","宅配","配送到家","名"
"担当","担当","担任，担当","名・他動3"
"担任","担任","担任，担当","名・他動3"
"短期大学","短期大学","短期大学","名"
"端","端","（细长物的）端；开端","名"
"「事割る」の意","断る","拒绝；预先通知","他動1"
"知り合う","知り合う","结识，认识","自他動1"
"置き忘れる","置き忘れる","忘记拿","他動2"
"着替える","着替える","换衣服","他動2"
"中古","中古","半旧半新，二手","名"
"仲直り","仲直り","和好，言归于好","名・自動3"
"朝寝坊","朝寝坊","早上睡懒觉","名・自動3"
"朝晩","朝晩","早晚；每天，经常","名"
"調整","調整","调整，调节","名・他動3"
"調味料","調味料","调料，佐料","名"
"長時間","長時間","长时间","名"
"長袖","長袖","长袖","名"
"長男","長男","长子","名"
"津波","津波","海啸","名"
"通す","通す","穿过；领进；通过（考试、审议等）","他動1"
"通り過ぎる","通り過ぎる","走过，越过","自動2"
"通行人","通行人","行人","名"
"通帳","通帳","存折","名"
"停留所","停留所","车站，公共汽车站","名"
"程","程","程度；限度；左右","名・副助"
"天井","天井","顶棚；物体内部最高处","名"
"店長","店長","店长","名"
"添付","添付","添上，附上","名・他動3"
"電源","電源","电源","名"
"電子レンジ","電子レンジ","微波炉","名"
"吐き気","吐き気","恶心，想要呕吐","名"
"土地","土地","土地；当地","名"
"東側","東側","东侧","名"
"動き","動き","活动；动向","名"
"同〜","同〜","同……，该……","接頭"
"同級生","同級生","同年级学生","名"
"得意先","得意先","主顾，客户","名"
"読解","読解","读解，阅读理解","名・他動3"
"突き当たり","突き当たり","尽头","名"
"内科","内科","内科","名"
"南側","南側","朝南一侧","名"
"日時","日時","日期和时间","名"
"日用品","日用品","日常用品","名"
"入れ物","入れ物","容器，器具","名"
"年下","年下","年幼（的人）","名"
"年上","年上","年长（的人）","名"
"年頭","年頭","岁首，年初","名"
"年末","年末","年末，年终","名"
"売店","売店","（建筑物或会场内开设的）小卖店","名"
"発車","発車","发车，开车","名・自動3"
"髪型","髪型","发型","名"
"半月","半月","半个月","名"
"半袖","半袖","短袖","名"
"半日","半日","半天","名"
"反〜","反〜","反……","名・接頭"
"被[かぶ]せる","被[かぶ]せる","蒙上；戴上；嫁祸","他動2"
"微[ほほ]笑む","微[ほほ]笑む","微笑","自動1"
"眉毛","眉毛","眉毛","名"
"鼻水","鼻水","鼻涕","名"
"表通り","表通り","大街","名"
"病室","病室","病房，病室","名"
"病人","病人","病人","名"
"不〜","不〜","不……","接頭"
"不可能","不可能","不可能","名・ナ形"
"不合格","不合格","不合格，不及格","名"
"不十分","不十分","不充足，不完全","名・ナ形"
"夫婦","夫婦","夫妇，夫妻","名"
"腐る","腐る","腐烂；腐朽；消沉","自動1"
"部下","部下","部下，下属","名"
"払い戻す","払い戻す","退还，付还","他動1"
"聞き取る","聞き取る","听懂；听取","他動1"
"聞き直す","聞き直す","重新问","他動1"
"弊社","弊社","（对自己公司的谦称）敝公司","名"
"片手","片手","一只手；一只","名"
"返信","返信","回信","名・自他動3"
"母親","母親","母亲","名"
"宝","宝","宝物；钱财","名"
"宝物","宝物","宝物，宝贝","名"
"泡","泡","泡，沫，水花儿","名"
"本店","本店","总店；本店","名"
"無責任","無責任","无责任感，不负责任","名・ナ形"
"鳴き声","鳴き声","鸣声，啼声","名"
"模様","模様","花纹；情况","名"
"戻す","戻す","归还；恢复","他動1"
"夜空","夜空","夜空","名"
"薬局","薬局","药房，取药处","名"
"躍動","躍動","跳动，朝气蓬勃","名・自動3"
"勇気","勇気","勇气","名"
"予想外","予想外","出乎预料","名・ナ形"
"余る","余る","剩余；过分；超过","自動1"
"洋〜","洋〜","西洋……，西式……","接頭・名"
"履歴書","履歴書","简历","名"
"両手","両手","双手，两手","名"
"両側","両側","两侧，两边","名"
"領収書","領収書","发票","名"
"例える","例える","比喻，比作","他動2"
"礼儀正しい","礼儀正しい","非常有礼貌的","イ形"
"零度","零度","（角度，摄氏度）零度","名"
"連休","連休","连续的假日","名"
"和菓子","和菓子","日式点心","名"
"鼾","いびき","鼾声","名"
"夕刊","夕刊","晚刊，晚报","名"
"匙","さじ","勺子","名"
"詰める","詰める","塞满；缩短；节约","他動2"
"浮く","浮く","漂浮；浮现；动摇；高兴","自動1"
"潰れる","潰れる","压坏；倒塌；倒闭；落空","自動2"
"プロ","プロ","职业的，专家","名"
"嫌う","嫌う","讨厌；避开","他動1"
"下り","下り","下坡；从首都去地方；顺流而下","名"
"入社","入社","进入公司，就职","名・自動3"
"地下","地下","地下；阴间","名"
"下線","下線","下划线","名"
"友","友","朋友","名"
"物置","物置","库房，储藏室","名"
"ふと","ふと","意外，偶然；无意中","副"
